Gene1	Gene2	Gene1_name	Gene2_name	Family_ID	Chromosome	Genes_Apart	Distance_bp	Strand1	Strand2	Same_Orientation
KRH13441	KRH13445	GLYMA_15G239200	GLYMA_15G239600	534	15	3	106802	+	+	True
KRH13441	KRH13446	GLYMA_15G239200	GLYMA_15G239700	534	15	4	115556	+	+	True
KRH13442	KRH13444	GLYMA_15G239300	GLYMA_15G239500	534	15	1	86848	+	+	True
KRH13442	KRH13445	GLYMA_15G239300	GLYMA_15G239600	534	15	2	99956	+	+	True
KRH13442	KRH13446	GLYMA_15G239300	GLYMA_15G239700	534	15	3	108710	+	+	True
KRH13444	KRH13445	GLYMA_15G239500	GLYMA_15G239600	534	15	1	13108	+	+	True
KRH13444	KRH13446	GLYMA_15G239500	GLYMA_15G239700	534	15	2	21862	+	+	True
KRH13445	KRH13446	GLYMA_15G239600	GLYMA_15G239700	534	15	1	8754	+	+	True
KRH18332	KRH18334	GLYMA_13G052200	GLYMA_13G0523001	535	13	1	5794	-	-	True
KRH18332	KRH18336	GLYMA_13G052200	GLYMA_13G052500	535	13	2	12467	-	-	True
KRH18332	KRH18337	GLYMA_13G052200	GLYMA_13G0526002	535	13	3	13408	-	-	True
KRH18334	KRH18336	GLYMA_13G0523001	GLYMA_13G052500	535	13	1	6673	-	-	True
KRH18334	KRH18337	GLYMA_13G0523001	GLYMA_13G0526002	535	13	2	7614	-	-	True
KRH18336	KRH18337	GLYMA_13G052500	GLYMA_13G0526002	535	13	1	941	-	-	True
KRH19054	KRH19055	GLYMA_13G098800	GLYMA_13G098900	535	13	1	510	+	+	True
KRH19054	KRH19056	GLYMA_13G098800	GLYMA_13G099000	535	13	2	9198	+	+	True
KRH19054	KRH19057	GLYMA_13G098800	GLYMA_13G099100	535	13	3	12765	+	+	True
KRH19055	KRH19056	GLYMA_13G098900	GLYMA_13G099000	535	13	1	8688	+	+	True
KRH19055	KRH19057	GLYMA_13G098900	GLYMA_13G099100	535	13	2	12255	+	+	True
KRH19056	KRH19057	GLYMA_13G099000	GLYMA_13G099100	535	13	1	3567	+	+	True
KRH23452	KRH23456	GLYMA_13G3583001	GLYMA_13G358500	535	13	1	10840	-	-	True
KRH66567	KRH66568	GLYMA_03G114700	GLYMA_03G114800	536	3	1	10384	+	+	True
KRH66567	KRH66570	GLYMA_03G114700	GLYMA_03G114900	536	3	2	21668	+	-	False
KRH66567	KRH66571	GLYMA_03G114700	GLYMA_03G115000	536	3	3	48099	+	-	False
KRH66567	KRH66572	GLYMA_03G114700	GLYMA_03G115100	536	3	4	80991	+	+	True
KRH66567	KRH66574	GLYMA_03G114700	GLYMA_03G115200	536	3	5	112321	+	+	True
KRH66568	KRH66570	GLYMA_03G114800	GLYMA_03G114900	536	3	1	11284	+	-	False
KRH66568	KRH66571	GLYMA_03G114800	GLYMA_03G115000	536	3	2	37715	+	-	False
KRH66568	KRH66572	GLYMA_03G114800	GLYMA_03G115100	536	3	3	70607	+	+	True
KRH66568	KRH66574	GLYMA_03G114800	GLYMA_03G115200	536	3	4	101937	+	+	True
KRH66570	KRH66571	GLYMA_03G114900	GLYMA_03G115000	536	3	1	26431	-	-	True
KRH66570	KRH66572	GLYMA_03G114900	GLYMA_03G115100	536	3	2	59323	-	+	False
KRH66570	KRH66574	GLYMA_03G114900	GLYMA_03G115200	536	3	3	90653	-	+	False
KRH66571	KRH66572	GLYMA_03G115000	GLYMA_03G115100	536	3	1	32892	-	+	False
KRH66571	KRH66574	GLYMA_03G115000	GLYMA_03G115200	536	3	2	64222	-	+	False
KRH66572	KRH66574	GLYMA_03G115100	GLYMA_03G115200	536	3	1	31330	+	+	True
KRH48764	KRH48765	GLYMA_07G111000	GLYMA_07G111100	536	7	1	10798	-	-	True
KRH48764	KRH48768	GLYMA_07G111000	GLYMA_07G111300	536	7	3	70285	-	-	True
KRH48764	KRH48769	GLYMA_07G111000	GLYMA_07G111400	536	7	4	114079	-	+	False
KRH48764	KRH48770	GLYMA_07G111000	GLYMA_07G111500	536	7	5	130488	-	-	True
KRH48764	KRH48775	GLYMA_07G111000	GLYMA_07G111900	536	7	8	170544	-	-	True
KRH48765	KRH48768	GLYMA_07G111100	GLYMA_07G111300	536	7	2	59487	-	-	True
KRH48765	KRH48769	GLYMA_07G111100	GLYMA_07G111400	536	7	3	103281	-	+	False
KRH48765	KRH48770	GLYMA_07G111100	GLYMA_07G111500	536	7	4	119690	-	-	True
KRH48765	KRH48775	GLYMA_07G111100	GLYMA_07G111900	536	7	7	159746	-	-	True
KRH48768	KRH48769	GLYMA_07G111300	GLYMA_07G111400	536	7	1	43794	-	+	False
KRH48768	KRH48770	GLYMA_07G111300	GLYMA_07G111500	536	7	2	60203	-	-	True
KRH48768	KRH48775	GLYMA_07G111300	GLYMA_07G111900	536	7	5	100259	-	-	True
KRH48769	KRH48770	GLYMA_07G111400	GLYMA_07G111500	536	7	1	16409	+	-	False
KRH48769	KRH48775	GLYMA_07G111400	GLYMA_07G111900	536	7	4	56465	+	-	False
KRH48770	KRH48775	GLYMA_07G111500	GLYMA_07G111900	536	7	3	40056	-	-	True
KRH61790	KRH61791	GLYMA_04G068200	GLYMA_04G068300	537	4	1	3870	+	+	True
KRH61790	KRH61807	GLYMA_04G068200	GLYMA_04G069000	537	4	7	58328	+	-	False
KRH61791	KRH61807	GLYMA_04G068300	GLYMA_04G069000	537	4	6	54458	+	-	False
KRH56107	KRH56109	GLYMA_06G303900	GLYMA_06G304100	537	6	1	10421	+	+	True
KRH56107	KRH56111	GLYMA_06G303900	GLYMA_06G304300	537	6	3	22367	+	+	True
KRH56107	KRH56113	GLYMA_06G303900	GLYMA_06G304500	537	6	5	28775	+	+	True
KRH56107	KRH56114	GLYMA_06G303900	GLYMA_06G304600	537	6	6	32721	+	+	True
KRH56107	KRH56116	GLYMA_06G303900	GLYMA_06G304700	537	6	8	48360	+	+	True
KRH56107	KRH56118	GLYMA_06G303900	GLYMA_06G304800	537	6	9	54408	+	+	True
KRH56109	KRH56111	GLYMA_06G304100	GLYMA_06G304300	537	6	2	11946	+	+	True
KRH56109	KRH56113	GLYMA_06G304100	GLYMA_06G304500	537	6	4	18354	+	+	True
KRH56109	KRH56114	GLYMA_06G304100	GLYMA_06G304600	537	6	5	22300	+	+	True
KRH56109	KRH56116	GLYMA_06G304100	GLYMA_06G304700	537	6	7	37939	+	+	True
KRH56109	KRH56118	GLYMA_06G304100	GLYMA_06G304800	537	6	8	43987	+	+	True
KRH56111	KRH56113	GLYMA_06G304300	GLYMA_06G304500	537	6	2	6408	+	+	True
KRH56111	KRH56114	GLYMA_06G304300	GLYMA_06G304600	537	6	3	10354	+	+	True
KRH56111	KRH56116	GLYMA_06G304300	GLYMA_06G304700	537	6	5	25993	+	+	True
KRH56111	KRH56118	GLYMA_06G304300	GLYMA_06G304800	537	6	6	32041	+	+	True
KRH56113	KRH56114	GLYMA_06G304500	GLYMA_06G304600	537	6	1	3946	+	+	True
KRH56113	KRH56116	GLYMA_06G304500	GLYMA_06G304700	537	6	3	19585	+	+	True
KRH56113	KRH56118	GLYMA_06G304500	GLYMA_06G304800	537	6	4	25633	+	+	True
KRH56114	KRH56116	GLYMA_06G304600	GLYMA_06G304700	537	6	2	15639	+	+	True
KRH56114	KRH56118	GLYMA_06G304600	GLYMA_06G304800	537	6	3	21687	+	+	True
KRH56116	KRH56118	GLYMA_06G304700	GLYMA_06G304800	537	6	1	6048	+	+	True
KRG91322	KRG91323	GLYMA_20G147900	GLYMA_20G148000	539	20	1	7465	+	+	True
KRH75773	KRH75774	GLYMA_01G108200	GLYMA_01G108300	540	1	1	20487	-	-	True
KRH75773	KRH75775	GLYMA_01G108200	GLYMA_01G108400	540	1	2	34213	-	-	True
KRH75774	KRH75775	GLYMA_01G108300	GLYMA_01G108400	540	1	1	13726	-	-	True
KRH00103	KRH00104	GLYMA_18G193200	GLYMA_18G193300	540	18	1	16784	+	+	True
KRH00103	KRH00105	GLYMA_18G193200	GLYMA_18G193400	540	18	2	62881	+	+	True
KRH00104	KRH00105	GLYMA_18G193300	GLYMA_18G193400	540	18	1	46097	+	+	True
KRH49247	KRH49248	GLYMA_07G142400	GLYMA_07G142500	540	7	1	7331	+	+	True
KRH49247	KRH49249	GLYMA_07G142400	GLYMA_07G142600	540	7	2	53991	+	+	True
KRH49248	KRH49249	GLYMA_07G142500	GLYMA_07G142600	540	7	1	46660	+	+	True
KRG88782	KRG88783	GLYMA_U027300	GLYMA_U027400	540	scaffold_27	1	5861	+	+	True
KRG88450	KRG88451	GLYMA_U040400	GLYMA_U040500	541	scaffold_608	1	5829	+	+	True
KRH18327	KRH18329	GLYMA_13G051700	GLYMA_13G051900	542	13	2	59985	-	-	True
KRG93707	KRG93710	GLYMA_19G034900	GLYMA_19G035200	542	19	2	11098	+	+	True
KRG93707	KRG93714	GLYMA_19G034900	GLYMA_19G035600	542	19	6	58351	+	+	True
KRG93707	KRG93715	GLYMA_19G034900	GLYMA_19G035700	542	19	7	125189	+	+	True
KRG93710	KRG93714	GLYMA_19G035200	GLYMA_19G035600	542	19	4	47253	+	+	True
KRG93710	KRG93715	GLYMA_19G035200	GLYMA_19G035700	542	19	5	114091	+	+	True
KRG93714	KRG93715	GLYMA_19G035600	GLYMA_19G035700	542	19	1	66838	+	+	True
KRG88579	KRG88580	GLYMA_U002500	GLYMA_U002600	542	scaffold_119	1	15651	+	+	True
KRH61453	KRH61454	GLYMA_04G048200	GLYMA_04G048300	545	4	1	3077	+	+	True
KRH61453	KRH61458	GLYMA_04G048200	GLYMA_04G048500	545	4	2	15647	+	+	True
KRH61454	KRH61458	GLYMA_04G048300	GLYMA_04G048500	545	4	1	12570	+	+	True
KRH19868	KRH19870	GLYMA_13G140500	GLYMA_13G140600	547	13	1	2430	-	-	True
KRH76636	KRH76637	GLYMA_01G164600	GLYMA_01G164700	549	1	1	6607	+	+	True
KRH32076	KRH32077	GLYMA_10G030700	GLYMA_10G030800	551	10	1	1868	+	+	True
KRH71195	KRH71196	GLYMA_02G135900	GLYMA_02G136000	552	2	1	12729	-	-	True
KRH71195	KRH71198	GLYMA_02G135900	GLYMA_02G136100	552	2	2	17297	-	-	True
KRH71195	KRH71199	GLYMA_02G135900	GLYMA_02G136200	552	2	3	23370	-	-	True
KRH71195	KRH71201	GLYMA_02G135900	GLYMA_02G136300	552	2	4	26860	-	-	True
KRH71196	KRH71198	GLYMA_02G136000	GLYMA_02G136100	552	2	1	4568	-	-	True
KRH71196	KRH71199	GLYMA_02G136000	GLYMA_02G136200	552	2	2	10641	-	-	True
KRH71196	KRH71201	GLYMA_02G136000	GLYMA_02G136300	552	2	3	14131	-	-	True
KRH71198	KRH71199	GLYMA_02G136100	GLYMA_02G136200	552	2	1	6073	-	-	True
KRH71198	KRH71201	GLYMA_02G136100	GLYMA_02G136300	552	2	2	9563	-	-	True
KRH71199	KRH71201	GLYMA_02G136200	GLYMA_02G136300	552	2	1	3490	-	-	True
KRH49792	KRH49793	GLYMA_07G179800	GLYMA_07G179900	552	7	1	4937	-	-	True
KRH50226	KRH50227	GLYMA_07G208900	GLYMA_07G209000	552	7	1	3687	+	+	True
KRH50226	KRH50228	GLYMA_07G208900	GLYMA_07G209100	552	7	2	7366	+	+	True
KRH50227	KRH50228	GLYMA_07G209000	GLYMA_07G209100	552	7	1	3679	+	+	True
KRH58598	KRH58599	GLYMA_05G138300	GLYMA_05G138400	554	5	1	8086	-	+	False
KRH60572	KRH60577	GLYMA_05G247800	GLYMA_05G247900	554	5	1	4168	-	-	True
KRH41877	KRH41878	GLYMA_08G056300	GLYMA_08G056400	554	8	1	2013	-	-	True
KRH42504	KRH42507	GLYMA_08G093300	GLYMA_08G093500	554	8	1	16412	-	+	False
KRH42504	KRH42508	GLYMA_08G093300	GLYMA_08G093600	554	8	2	20551	-	+	False
KRH42507	KRH42508	GLYMA_08G093500	GLYMA_08G093600	554	8	1	4139	+	+	True
KRH10824	KRH10843	GLYMA_15G071300	GLYMA_15G072400	555	15	10	74860	+	-	False
KRH29397	KRH29398	GLYMA_11G114100	GLYMA_11G114200	557	11	1	8036	-	-	True
KRH19511	KRH19513	GLYMA_13G1201002	GLYMA_13G1201001	558	13	1	18763	+	+	True
KRH04746	KRH04756	GLYMA_17G183900	GLYMA_17G184900	559	17	7	231190	+	-	False
KRH04804	KRH04805	GLYMA_17G188000	GLYMA_17G188100	559	17	1	11963	+	+	True
KRH24166	KRH24171	GLYMA_12G025600	GLYMA_12G025900	560	12	3	28131	-	-	True
KRH02406	KRH02407	GLYMA_17G036900	GLYMA_17G037000	560	17	1	3370	-	-	True
KRG90373	KRG90374	GLYMA_20G0870002	GLYMA_20G0870001	561	20	1	1559	+	+	True
KRH32333	KRH32334	GLYMA_10G045200	GLYMA_10G045300	562	10	1	1937	-	-	True
KRH32333	KRH32335	GLYMA_10G045200	GLYMA_10G045400	562	10	2	5317	-	-	True
KRH32334	KRH32335	GLYMA_10G045300	GLYMA_10G045400	562	10	1	3380	-	-	True
KRH19739	KRH19741	GLYMA_13G132800	GLYMA_13G133000	562	13	2	3818	-	-	True
KRH19739	KRH19742	GLYMA_13G132800	GLYMA_13G133100	562	13	3	6048	-	-	True
KRH19741	KRH19742	GLYMA_13G133000	GLYMA_13G133100	562	13	1	2230	-	-	True
KRG95848	KRG95850	GLYMA_19G174000	GLYMA_19G174200	562	19	2	5189	-	-	True
KRH67564	KRH67565	GLYMA_03G173100	GLYMA_03G173200	562	3	1	3372	-	-	True
KRH67564	KRH67566	GLYMA_03G173100	GLYMA_03G173300	562	3	2	5589	-	-	True
KRH67565	KRH67566	GLYMA_03G173200	GLYMA_03G173300	562	3	1	2217	-	-	True
KRH36161	KRH36162	GLYMA_10G287700	GLYMA_10G287800	563	10	1	7048	+	+	True
KRH04321	KRH04324	GLYMA_17G154200	GLYMA_17G154300	563	17	1	18003	-	-	True
KRG90597	KRG90598	GLYMA_20G101400	GLYMA_20G101500	563	20	1	5879	-	-	True
KRG90597	KRG90599	GLYMA_20G101400	GLYMA_20G101600	563	20	2	12958	-	-	True
KRG90598	KRG90599	GLYMA_20G101500	GLYMA_20G101600	563	20	1	7079	-	-	True
KRH58213	KRH58217	GLYMA_05G112700	GLYMA_05G112900	563	5	1	33198	+	+	True
KRH38304	KRH38305	GLYMA_09G1263002	GLYMA_09G1263001	568	9	1	4155	-	-	True
KRH64288	KRH64289	GLYMA_04G227700	GLYMA_04G227800	570	4	1	3772	+	+	True
KRH53638	KRH53639	GLYMA_06G137100	GLYMA_06G137200	570	6	1	7081	-	-	True
KRH53638	KRH53640	GLYMA_06G137100	GLYMA_06G137300	570	6	2	11884	-	-	True
KRH53639	KRH53640	GLYMA_06G137200	GLYMA_06G137300	570	6	1	4803	-	-	True
KRH47768	KRH47769	GLYMA_07G048700	GLYMA_07G048800	570	7	1	4563	+	+	True
KRH47768	KRH47770	GLYMA_07G048700	GLYMA_07G048900	570	7	2	10071	+	+	True
KRH47769	KRH47770	GLYMA_07G048800	GLYMA_07G048900	570	7	1	5508	+	+	True
KRH16188	KRH16192	GLYMA_14G139000	GLYMA_14G139400	572	14	4	202474	+	+	True
KRH38804	KRH38805	GLYMA_09G159000	GLYMA_09G159100	572	9	1	12227	+	+	True
KRH38804	KRH38806	GLYMA_09G159000	GLYMA_09G159200	572	9	2	37505	+	+	True
KRH38804	KRH38807	GLYMA_09G159000	GLYMA_09G159300	572	9	3	45401	+	+	True
KRH38805	KRH38806	GLYMA_09G159100	GLYMA_09G159200	572	9	1	25278	+	+	True
KRH38805	KRH38807	GLYMA_09G159100	GLYMA_09G159300	572	9	2	33174	+	+	True
KRH38806	KRH38807	GLYMA_09G159200	GLYMA_09G159300	572	9	1	7896	+	+	True
KRH34282	KRH34284	GLYMA_10G174500	GLYMA_10G174600	573	10	1	8117	+	+	True
KRH52180	KRH52181	GLYMA_06G0515002	GLYMA_06G0515001	574	6	1	3945	+	+	True
KRH18551	KRH18558	GLYMA_13G067600	GLYMA_13G0678002	577	13	2	17978	-	+	False
KRH18551	KRH18562	GLYMA_13G067600	GLYMA_13G0678001	577	13	3	22904	-	+	False
KRH18558	KRH18562	GLYMA_13G0678002	GLYMA_13G0678001	577	13	1	4926	+	+	True
KRG99215	KRG99216	GLYMA_18G130300	GLYMA_18G130400	577	18	1	74159	+	+	True
KRH45773	KRH45776	GLYMA_08G292900	GLYMA_08G293000	577	8	1	35022	-	-	True
KRH45773	KRH45778	GLYMA_08G292900	GLYMA_08G293100	577	8	2	63813	-	-	True
KRH45776	KRH45778	GLYMA_08G293000	GLYMA_08G293100	577	8	1	28791	-	-	True
KRG93438	KRG93440	GLYMA_19G016400	GLYMA_19G016600	578	19	2	59712	-	-	True
KRG93438	KRG93444	GLYMA_19G016400	GLYMA_19G016700	578	19	3	97082	-	-	True
KRG93440	KRG93444	GLYMA_19G016600	GLYMA_19G016700	578	19	1	37370	-	-	True
KRH18455	KRH18456	GLYMA_13G061400	GLYMA_13G061500	581	13	1	2040	+	+	True
KRH18455	KRH18457	GLYMA_13G061400	GLYMA_13G061600	581	13	2	7102	+	+	True
KRH18456	KRH18457	GLYMA_13G061500	GLYMA_13G061600	581	13	1	5062	+	+	True
KRH00991	KRH00992	GLYMA_18G247000	GLYMA_18G247100	581	18	1	9606	-	-	True
KRG93567	KRG93568	GLYMA_19G025100	GLYMA_19G025200	581	19	1	19645	-	-	True
KRH40227	KRH40228	GLYMA_09G245900	GLYMA_09G246000	581	9	1	3274	+	+	True
KRH11099	KRH11100	GLYMA_15G088900	GLYMA_15G089000	583	15	1	3803	-	-	True
KRH11099	KRH11101	GLYMA_15G088900	GLYMA_15G089100	583	15	2	12898	-	-	True
KRH11099	KRH11102	GLYMA_15G088900	GLYMA_15G089200	583	15	3	20905	-	-	True
KRH11100	KRH11101	GLYMA_15G089000	GLYMA_15G089100	583	15	1	9095	-	-	True
KRH11100	KRH11102	GLYMA_15G089000	GLYMA_15G089200	583	15	2	17102	-	-	True
KRH11101	KRH11102	GLYMA_15G089100	GLYMA_15G089200	583	15	1	8007	-	-	True
KRH55869	KRH55870	GLYMA_06G287300	GLYMA_06G287400	583	6	1	9705	+	+	True
KRH55869	KRH55872	GLYMA_06G287300	GLYMA_06G287600	583	6	3	39024	+	-	False
KRH55869	KRH55873	GLYMA_06G287300	GLYMA_06G287700	583	6	4	42236	+	+	True
KRH55869	KRH55881	GLYMA_06G287300	GLYMA_06G288400	583	6	10	91246	+	+	True
KRH55870	KRH55872	GLYMA_06G287400	GLYMA_06G287600	583	6	2	29319	+	-	False
KRH55870	KRH55873	GLYMA_06G287400	GLYMA_06G287700	583	6	3	32531	+	+	True
KRH55870	KRH55881	GLYMA_06G287400	GLYMA_06G288400	583	6	9	81541	+	+	True
KRH55872	KRH55873	GLYMA_06G287600	GLYMA_06G287700	583	6	1	3212	-	+	False
KRH55872	KRH55881	GLYMA_06G287600	GLYMA_06G288400	583	6	7	52222	-	+	False
KRH55873	KRH55881	GLYMA_06G287700	GLYMA_06G288400	583	6	6	49010	+	+	True
KRH25599	KRH25606	GLYMA_12G114400	GLYMA_12G114900	584	12	5	65595	+	-	False
KRH01152	KRH01154	GLYMA_18G257900	GLYMA_18G258100	584	18	2	12150	-	-	True
KRH55937	KRH55938	GLYMA_06G291200	GLYMA_06G291300	584	6	1	11253	+	+	True
KRH55937	KRH55946	GLYMA_06G291200	GLYMA_06G291700	584	6	5	30666	+	-	False
KRH55938	KRH55946	GLYMA_06G291300	GLYMA_06G291700	584	6	4	19413	+	-	False
KRG99964	KRG99965	GLYMA_18G182200	GLYMA_18G182300	585	18	1	7260	-	-	True
KRG93867	KRG93871	GLYMA_19G046600	GLYMA_19G046800	585	19	2	64579	+	+	True
KRG93867	KRG93872	GLYMA_19G046600	GLYMA_19G046900	585	19	3	91224	+	+	True
KRG93867	KRG93873	GLYMA_19G046600	GLYMA_19G047000	585	19	4	113240	+	+	True
KRG93871	KRG93872	GLYMA_19G046800	GLYMA_19G046900	585	19	1	26645	+	+	True
KRG93871	KRG93873	GLYMA_19G046800	GLYMA_19G047000	585	19	2	48661	+	+	True
KRG93872	KRG93873	GLYMA_19G046900	GLYMA_19G047000	585	19	1	22016	+	+	True
KRG94240	KRG94242	GLYMA_19G070700	GLYMA_19G070800	586	19	1	191203	+	-	False
KRH63724	KRH63725	GLYMA_04G193400	GLYMA_04G193500	587	4	1	6852	+	+	True
KRH54227	KRH54234	GLYMA_06G172600	GLYMA_06G172700	587	6	1	7056	-	-	True
KRH32782	KRH32783	GLYMA_10G075400	GLYMA_10G075500	588	10	1	3866	+	+	True
KRH32782	KRH32784	GLYMA_10G075400	GLYMA_10G075600	588	10	2	17949	+	+	True
KRH32782	KRH32785	GLYMA_10G075400	GLYMA_10G075700	588	10	3	21814	+	+	True
KRH32783	KRH32784	GLYMA_10G075500	GLYMA_10G075600	588	10	1	14083	+	+	True
KRH32783	KRH32785	GLYMA_10G075500	GLYMA_10G075700	588	10	2	17948	+	+	True
KRH32784	KRH32785	GLYMA_10G075600	GLYMA_10G075700	588	10	1	3865	+	+	True
KRH72256	KRH72258	GLYMA_02G200900	GLYMA_02G201000	588	2	1	10151	-	-	True
KRH72256	KRH72259	GLYMA_02G200900	GLYMA_02G201100	588	2	2	30075	-	-	True
KRH72256	KRH72260	GLYMA_02G200900	GLYMA_02G201200	588	2	3	35864	-	-	True
KRH72258	KRH72259	GLYMA_02G201000	GLYMA_02G201100	588	2	1	19924	-	-	True
KRH72258	KRH72260	GLYMA_02G201000	GLYMA_02G201200	588	2	2	25713	-	-	True
KRH72259	KRH72260	GLYMA_02G201100	GLYMA_02G201200	588	2	1	5789	-	-	True
KRH12833	KRH12834	GLYMA_15G197600	GLYMA_15G197700	591	15	1	32610	-	-	True
KRG94946	KRG94947	GLYMA_19G120200	GLYMA_19G120300	592	19	1	8583	+	+	True
KRG94946	KRG94951	GLYMA_19G120200	GLYMA_19G120700	592	19	5	87206	+	+	True
KRG94946	KRG94954	GLYMA_19G120200	GLYMA_19G120900	592	19	6	105253	+	+	True
KRG94947	KRG94951	GLYMA_19G120300	GLYMA_19G120700	592	19	4	78623	+	+	True
KRG94947	KRG94954	GLYMA_19G120300	GLYMA_19G120900	592	19	5	96670	+	+	True
KRG94951	KRG94954	GLYMA_19G120700	GLYMA_19G120900	592	19	1	18047	+	+	True
KRH64938	KRH64940	GLYMA_03G005200	GLYMA_03G005300	592	3	1	6000	-	-	True
KRH64938	KRH64943	GLYMA_03G005200	GLYMA_03G005400	592	3	2	24571	-	-	True
KRH64938	KRH64944	GLYMA_03G005200	GLYMA_03G005500	592	3	3	36796	-	-	True
KRH64938	KRH64945	GLYMA_03G005200	GLYMA_03G005600	592	3	4	45692	-	-	True
KRH64938	KRH64948	GLYMA_03G005200	GLYMA_03G005800	592	3	6	85925	-	-	True
KRH64940	KRH64943	GLYMA_03G005300	GLYMA_03G005400	592	3	1	18571	-	-	True
KRH64940	KRH64944	GLYMA_03G005300	GLYMA_03G005500	592	3	2	30796	-	-	True
KRH64940	KRH64945	GLYMA_03G005300	GLYMA_03G005600	592	3	3	39692	-	-	True
KRH64940	KRH64948	GLYMA_03G005300	GLYMA_03G005800	592	3	5	79925	-	-	True
KRH64943	KRH64944	GLYMA_03G005400	GLYMA_03G005500	592	3	1	12225	-	-	True
KRH64943	KRH64945	GLYMA_03G005400	GLYMA_03G005600	592	3	2	21121	-	-	True
KRH64943	KRH64948	GLYMA_03G005400	GLYMA_03G005800	592	3	4	61354	-	-	True
KRH64944	KRH64945	GLYMA_03G005500	GLYMA_03G005600	592	3	1	8896	-	-	True
KRH64944	KRH64948	GLYMA_03G005500	GLYMA_03G005800	592	3	3	49129	-	-	True
KRH64945	KRH64948	GLYMA_03G005600	GLYMA_03G005800	592	3	2	40233	-	-	True
KRH29043	KRH29048	GLYMA_11G093800	GLYMA_11G093900	595	11	1	13781	-	-	True
KRH24072	KRH24075	GLYMA_12G020300	GLYMA_12G020400	595	12	1	13269	-	-	True
KRH66900	KRH66901	GLYMA_03G135200	GLYMA_03G135300	595	3	1	21284	+	+	True
KRH66900	KRH66902	GLYMA_03G135200	GLYMA_03G135400	595	3	2	31765	+	+	True
KRH66900	KRH66903	GLYMA_03G135200	GLYMA_03G135500	595	3	3	35048	+	+	True
KRH66901	KRH66902	GLYMA_03G135300	GLYMA_03G135400	595	3	1	10481	+	+	True
KRH66901	KRH66903	GLYMA_03G135300	GLYMA_03G135500	595	3	2	13764	+	+	True
KRH66902	KRH66903	GLYMA_03G135400	GLYMA_03G135500	595	3	1	3283	+	+	True
KRH12976	KRH12977	GLYMA_15G209200	GLYMA_15G209300	596	15	1	72062	-	-	True
KRH58374	KRH58375	GLYMA_05G123700	GLYMA_05G123800	596	5	1	8304	+	+	True
KRH58374	KRH58376	GLYMA_05G123700	GLYMA_05G123900	596	5	2	13653	+	+	True
KRH58374	KRH58377	GLYMA_05G123700	GLYMA_05G124000	596	5	3	18706	+	+	True
KRH58375	KRH58376	GLYMA_05G123800	GLYMA_05G123900	596	5	1	5349	+	+	True
KRH58375	KRH58377	GLYMA_05G123800	GLYMA_05G124000	596	5	2	10402	+	+	True
KRH58376	KRH58377	GLYMA_05G123900	GLYMA_05G124000	596	5	1	5053	+	+	True
KRH42255	KRH42256	GLYMA_08G078800	GLYMA_08G078900	596	8	1	3172	+	+	True
KRH42255	KRH42258	GLYMA_08G078800	GLYMA_08G079100	596	8	3	17125	+	+	True
KRH42255	KRH42259	GLYMA_08G078800	GLYMA_08G079200	596	8	4	19543	+	+	True
KRH42256	KRH42258	GLYMA_08G078900	GLYMA_08G079100	596	8	2	13953	+	+	True
KRH42256	KRH42259	GLYMA_08G078900	GLYMA_08G079200	596	8	3	16371	+	+	True
KRH42258	KRH42259	GLYMA_08G079100	GLYMA_08G079200	596	8	1	2418	+	+	True
KRH02438	KRH02439	GLYMA_17G039000	GLYMA_17G039100	599	17	1	3732	+	+	True
KRH11931	KRH11933	GLYMA_15G139600	GLYMA_15G139700	602	15	1	10254	-	-	True
KRH36963	KRH36964	GLYMA_09G034900	GLYMA_09G035000	602	9	1	2190	-	-	True
KRH18877	KRH18880	GLYMA_13G087400	GLYMA_13G087500	605	13	1	14876	-	-	True
KRG97533	KRG97537	GLYMA_18G0144002	GLYMA_18G0144001	605	18	1	3315	-	-	True
KRH56362	KRH56363	GLYMA_06G319400	GLYMA_06G319500	605	6	1	3925	-	-	True
KRG99682	KRG99683	GLYMA_18G163300	GLYMA_18G163400	607	18	1	4981	+	-	False
KRG99682	KRG99687	GLYMA_18G163300	GLYMA_18G163800	607	18	5	189211	+	+	True
KRG99682	KRG99689	GLYMA_18G163300	GLYMA_18G164000	607	18	6	334918	+	+	True
KRG99683	KRG99687	GLYMA_18G163400	GLYMA_18G163800	607	18	4	184230	-	+	False
KRG99683	KRG99689	GLYMA_18G163400	GLYMA_18G164000	607	18	5	329937	-	+	False
KRG99687	KRG99689	GLYMA_18G163800	GLYMA_18G164000	607	18	1	145707	+	+	True
KRH14516	KRH14517	GLYMA_14G030900	GLYMA_14G031000	608	14	1	3721	+	+	True
KRG98975	KRG98976	GLYMA_18G111100	GLYMA_18G111200	608	18	1	31166	-	+	False
KRG98975	KRG98977	GLYMA_18G111100	GLYMA_18G111300	608	18	2	45719	-	+	False
KRG98976	KRG98977	GLYMA_18G111200	GLYMA_18G111300	608	18	1	14553	+	+	True
KRH73613	KRH73614	GLYMA_02G283800	GLYMA_02G283900	608	2	1	3760	+	+	True
KRH46009	KRH46010	GLYMA_08G306800	GLYMA_08G306900	608	8	1	8329	-	+	False
KRH27076	KRH27077	GLYMA_12G212600	GLYMA_12G212700	610	12	1	7058	+	+	True
