gene	age_class	ks_used	selection_class	w_used
KRH66539	Recent	0.0876	Purifying_selection	0.3621
KRH66546	Recent	0.1221	Purifying_selection	0.2717
KRH66553	Recent	0.4427	Purifying_selection	0.5883
KRH66554	Recent	0.2882	Purifying_selection	0.6302
KRH66555	Recent	0.1822	Purifying_selection	0.5004
KRH66556	Recent	0.1202	Purifying_selection	0.7046
KRH66558	Recent	0.137	Purifying_selection	0.1348
KRH66560	Recent	0.1331	Purifying_selection	0.0989
KRH66562	Recent	0.1325	Purifying_selection	0.3407
KRH66564	Recent	0.1452	Purifying_selection	0.4476
KRH66566	Recent	0.0618	Purifying_selection	0.8672
KRH66567	Recent	0.5387	Purifying_selection	0.4007
KRH66568	Recent	0.1029	Purifying_selection	0.3964
KRH66570	Recent	0.294	Purifying_selection	0.5713
KRH66571	Recent	0.4038	Purifying_selection	0.6806
KRH66572	Recent	0.453	Purifying_selection	0.5511
KRH66574	Recent	0.1187	Purifying_selection	0.553
KRH66576	Recent	0.1161	Purifying_selection	0.3188
KRH66578	Recent	0.0771	Purifying_selection	0.548
KRH66579	Recent	0.1249	Purifying_selection	0.3158
KRH66580	Recent	1.2861	Purifying_selection	0.6866
KRH66581	Recent	0.0774	Purifying_selection	0.5128
KRH66582	Recent	0.7746	Purifying_selection	0.3277
KRH66585	Recent	0.6398	Neutral	1
KRH66586	Recent	1.1097	Purifying_selection	0.3592
KRH66587	Old	2.4664	Purifying_selection	0.2518
KRH66592	Recent	0.2299	Neutral	1
KRH66593	Recent	0.0941	Purifying_selection	0.1606
KRH66594	Recent	0.1742	Purifying_selection	0.6685
KRH66595	Recent	0.0478	Neutral	1
KRH66597	Recent	0.1583	Purifying_selection	0.2065
KRH66603	Recent	1.1287	Purifying_selection	0.4256
KRH66607	Old	2.3118	Purifying_selection	0.1185
KRH66609	Recent	0.0379	Neutral	1
KRH66610	Recent	0.2204	Purifying_selection	0.2696
KRH66613	Recent	0.2034	Purifying_selection	0.2818
KRH66615	Recent	0.1234	Purifying_selection	0.3435
KRH66616	Recent	0.2206	Purifying_selection	0.226
KRH66617	Recent	0.3693	Purifying_selection	0.1003
KRH66618	Recent	1.264	Purifying_selection	0.4702
KRH66619	Recent	0.2059	Purifying_selection	0.3214
KRH66620	Recent	0.1923	Purifying_selection	0.3844
KRH66623	Recent	0.2569	Purifying_selection	0.4676
KRH66624	Recent	0.0989	Purifying_selection	0.3781
KRH66625	Recent	0.1061	Purifying_selection	0.7441
KRH66627	Recent	0.5149	Purifying_selection	0.5546
KRH66628	Recent	0.2893	Purifying_selection	0.1692
KRH66629	Recent	0.1551	Purifying_selection	0.365
KRH66630	Recent	0.2172	Purifying_selection	0.5445
KRH66631	Recent	0.1901	Purifying_selection	0.3811
KRH66636	Recent	0.0997	Purifying_selection	0.6152
KRH66640	Recent	0.0831	Purifying_selection	0.4728
KRH66642	Recent	0.146	Purifying_selection	0.0593
KRH66645	Recent	0.082	Purifying_selection	0.3923
KRH66646	Recent	0.1242	Purifying_selection	0.281
KRH66648	Recent	0.137	Purifying_selection	0.214
KRH66649	Recent	0.0856	Purifying_selection	0.3379
KRH66653	Recent	0.1514	Purifying_selection	0.3734
KRH66654	Recent	0.1186	Purifying_selection	0.3219
KRH66656	Recent	0.1893	Purifying_selection	0.3588
KRH66657	Recent	0.0995	Purifying_selection	0.497
KRH66662	Recent	0.092	Purifying_selection	0.7727
KRH66663	Recent	0.1844	Purifying_selection	0.2777
KRH66664	Recent	0.1318	Purifying_selection	0.1257
KRH66666	Recent	0.4077	Purifying_selection	0.1212
KRH66667	Recent	0.0875	Purifying_selection	0.1237
KRH66668	Recent	0.0872	Purifying_selection	0.2767
KRH66669	Recent	0.2507	Purifying_selection	0.301
KRH66671	Recent	0.284	Purifying_selection	0.3034
KRH66676	Recent	0.284	Purifying_selection	0.3034
KRH66677	Recent	0.37	Purifying_selection	0.2749
KRH66681	Recent	0.0274	Purifying_selection	0.8886
KRH66682	Recent	0.0294	Neutral	1
KRH66683	Recent	0.1304	Purifying_selection	0.1451
KRH66687	Recent	0.1473	Purifying_selection	0.3704
KRH66689	Recent	0.0357	Neutral	1
KRH66690	Recent	1.6041	Purifying_selection	0.2974
KRH66692	Recent	0.0652	Purifying_selection	0.2509
KRH66693	Recent	0.1139	Purifying_selection	0.3023
KRH66695	Recent	0.0798	Purifying_selection	0.7608
KRH66696	Recent	0.1968	Purifying_selection	0.7254
KRH66697	Recent	0.4402	Purifying_selection	0.3024
KRH66698	Recent	0.448	Purifying_selection	0.3024
KRH66699	Recent	0.1191	Purifying_selection	0.4621
KRH66701	Recent	0.1136	Neutral	1
KRH66702	Recent	0.056	Purifying_selection	0.4598
KRH66705	Recent	0.2294	Purifying_selection	0.2592
KRH66707	Recent	0.1203	Purifying_selection	0.3754
KRH66713	Recent	0.13	Purifying_selection	0.4685
KRH66715	Recent	0.3262	Purifying_selection	0.588
KRH66718	Recent	0.07	Purifying_selection	0.9205
KRH66720	Recent	0.07	Purifying_selection	0.9205
KRH66721	Recent	0.08	Purifying_selection	0.2781
KRH66728	Recent	0.3077	Purifying_selection	0.0288
KRH66731	Recent	0.155	Purifying_selection	0.1944
KRH66734	Recent	0.0151	Neutral	1
KRH66736	Recent	0.2276	Purifying_selection	0.6507
KRH66738	Recent	0.1407	Purifying_selection	0.4497
KRH66741	Recent	0.1201	Purifying_selection	0.5154
KRH66743	Recent	0.1201	Purifying_selection	0.5292
KRH66744	Recent	0.0713	Neutral	1
KRH66746	Recent	0.133	Neutral	1
KRH66747	Recent	0.102	Purifying_selection	0.6791
KRH66748	Recent	0.0713	Purifying_selection	0.224
KRH66749	Recent	0.2513	Purifying_selection	0.2916
KRH66750	Recent	0.2402	Purifying_selection	0.1856
KRH66751	Recent	0.0836	Purifying_selection	0.2779
KRH66753	Recent	0.1163	Purifying_selection	0.4455
KRH66755	Recent	0.081	Purifying_selection	0.2117
KRH66757	Recent	0.1621	Purifying_selection	0.6817
KRH66758	Recent	0.104	Purifying_selection	0.3268
KRH66761	Recent	0.2502	Purifying_selection	0.5042
KRH66762	Recent	0.2544	Purifying_selection	0.6036
KRH66763	Recent	0.0862	Purifying_selection	0.2854
KRH66764	Recent	0.0806	Purifying_selection	0.4932
KRH66766	Recent	0.1038	Purifying_selection	0.1267
KRH66768	Recent	0.0846	Purifying_selection	0.3302
KRH66770	Recent	0.077	Purifying_selection	0.9024
KRH66772	Recent	0.2248	Purifying_selection	0.2996
KRH66773	Recent	0.271	Purifying_selection	0.3817
KRH66774	Recent	0.379	Purifying_selection	0.5545
KRH66775	Recent	0.1007	Purifying_selection	0.3423
KRH66776	Recent	0.2131	Purifying_selection	0.2049
KRH66777	Recent	0.0948	Purifying_selection	0.9024
KRH66783	Recent	0.0964	Purifying_selection	0.2126
KRH66784	Recent	0.0715	Purifying_selection	0.2126
KRH66789	Recent	0.2911	Purifying_selection	0.0336
KRH66791	Recent	0.1569	Purifying_selection	0.0692
KRH66792	Recent	0.1752	Purifying_selection	0.1354
KRH66795	Recent	0.1108	Purifying_selection	0.2653
KRH66798	Recent	0.0654	Purifying_selection	0.2323
KRH66799	Recent	0.0979	Purifying_selection	0.3345
KRH66801	Recent	0.1186	Purifying_selection	0.2948
KRH66802	Recent	0.0679	Purifying_selection	0.3143
KRH66807	Recent	0.0644	Purifying_selection	0.4403
KRH66808	Recent	0.0687	Purifying_selection	0.6706
KRH66809	Recent	0.0685	Purifying_selection	0.4292
KRH66812	Recent	0.0969	Purifying_selection	0.7472
KRH66814	Recent	0.1134	Purifying_selection	0.64
KRH66815	Recent	0.0738	Purifying_selection	0.2719
KRH66816	Recent	0.3947	Purifying_selection	0.1036
KRH66817	Recent	0.1009	Purifying_selection	0.2242
KRH66818	Recent	0.0106	Neutral	1
KRH66820	Recent	0.0777	Purifying_selection	0.1803
KRH66825	Recent	0.1483	Purifying_selection	0.3278
KRH66826	Recent	0.1559	Purifying_selection	0.4324
KRH66828	Recent	0.1072	Purifying_selection	0.5551
KRH66829	Recent	0.2456	Purifying_selection	0.2118
KRH66831	Recent	0.0986	Purifying_selection	0.5001
KRH66834	Recent	0.0543	Purifying_selection	0.6073
KRH66836	Recent	0.1556	Purifying_selection	0.2506
KRH66839	Recent	0.2089	Purifying_selection	0.2229
KRH66841	Recent	0.0959	Purifying_selection	0.3191
KRH66842	Recent	0.1641	Purifying_selection	0.1395
KRH66843	Recent	0.1425	Neutral	1
KRH66844	Recent	0.1347	Purifying_selection	0.7046
KRH66845	Recent	0.1824	Purifying_selection	0.4894
KRH66846	Recent	0.2283	Purifying_selection	0.3625
KRH66847	Recent	0.1576	Purifying_selection	0.2792
KRH66848	Recent	0.1824	Purifying_selection	0.4894
KRH66849	Recent	0.1762	Purifying_selection	0.8449
KRH66850	Recent	0.0099	Neutral	1
KRH66851	Recent	0.1372	Purifying_selection	0.4207
KRH66852	Recent	0.0946	Purifying_selection	0.371
KRH66853	Recent	0.1334	Purifying_selection	0.1434
KRH66854	Recent	0.0953	Purifying_selection	0.5492
KRH66856	Recent	0.1026	Neutral	1
KRH66858	Recent	0.0703	Purifying_selection	0.2388
KRH66861	Recent	0.1475	Purifying_selection	0.1687
KRH66879	Recent	0.0927	Purifying_selection	0.5552
KRH66884	Recent	0.1502	Purifying_selection	0.189
KRH66886	Recent	0.0847	Purifying_selection	0.435
KRH66888	Recent	0.0801	Purifying_selection	0.545
KRH66890	Recent	0.1063	Purifying_selection	0.6424
KRH66891	Recent	0.061	Purifying_selection	0.4302
KRH66892	Recent	0.124	Purifying_selection	0.1107
KRH66893	Recent	0.2293	Purifying_selection	0.2518
KRH66896	Recent	0.1409	Purifying_selection	0.1643
KRH66897	Recent	0.0812	Purifying_selection	0.4781
KRH66898	Recent	0.0881	Purifying_selection	0.2201
KRH66899	Recent	0.9568	Purifying_selection	0.5978
KRH66900	Recent	0.246	Purifying_selection	0.4867
KRH66901	Recent	0.16	Purifying_selection	0.4233
KRH66902	Recent	1.6727	Purifying_selection	0.3826
KRH66903	Recent	1.0749	Purifying_selection	0.4867
KRH66905	Recent	0.0727	Purifying_selection	0.9456
KRH66906	Recent	0.1218	Purifying_selection	0.3638
KRH66907	Recent	0.3557	Purifying_selection	0.6168
KRH66909	Recent	0.1043	Purifying_selection	0.7254
KRH66918	Recent	0.2076	Purifying_selection	0.5434
KRH66921	Recent	0.284	Purifying_selection	0.2032
KRH66922	Recent	0.3032	Purifying_selection	0.6168
KRH66923	Recent	0.0855	Purifying_selection	0.2877
KRH66927	Recent	0.551	Purifying_selection	0.2208
KRH66931	Recent	0.13	Purifying_selection	0.3011
KRH66932	Recent	0.0863	Purifying_selection	0.725
KRH66935	Recent	0.1079	Purifying_selection	0.833
KRH66936	Recent	0.0683	Purifying_selection	0.503
KRH66938	Recent	0.3633	Purifying_selection	0.5019
KRH66939	Recent	0.1162	Purifying_selection	0.3212
KRH66943	Recent	0.3921	Purifying_selection	0.4613
KRH66953	Recent	0.1255	Purifying_selection	0.3139
KRH66954	Recent	0.0962	Purifying_selection	0.1602
KRH66955	Recent	0.0797	Purifying_selection	0.7379
KRH66956	Recent	0.2261	Purifying_selection	0.7379
KRH66957	Recent	0.2673	Purifying_selection	0.5537
KRH66958	Recent	0.1253	Purifying_selection	0.3994
KRH66963	Recent	0.2729	Purifying_selection	0.2608
KRH66966	Recent	0.1143	Purifying_selection	0.2617
KRH66969	Recent	0.121	Purifying_selection	0.5621
KRH66970	Recent	0.2316	Purifying_selection	0.2918
KRH66974	Recent	0.2304	Purifying_selection	0.2296
KRH66977	Recent	0.1647	Purifying_selection	0.4623
KRH66978	Recent	0.0876	Purifying_selection	0.1253
KRH66979	Recent	0.1692	Purifying_selection	0.5838
KRH66980	Recent	0.157	Purifying_selection	0.3314
KRH66981	Recent	0.3627	Purifying_selection	0.31
KRH66985	Recent	0.0933	Purifying_selection	0.2287
KRH66988	Recent	0.11	Purifying_selection	0.1625
KRH66991	Recent	0.1016	Purifying_selection	0.368
KRH66998	Recent	0.0962	Purifying_selection	0.3019
KRH66999	Recent	0.1068	Purifying_selection	0.2058
KRH67003	Recent	0.1092	Purifying_selection	0.2457
KRH67004	Recent	0.0841	Purifying_selection	0.5563
KRH67006	Recent	0.1179	Purifying_selection	0.3978
KRH67011	Recent	0.6317	Purifying_selection	0.667
KRH67017	Recent	0.1258	Purifying_selection	0.4854
KRH67019	Recent	0.2516	Purifying_selection	0.2419
KRH67020	Recent	0.0927	Purifying_selection	0.4723
KRH67023	Recent	0.175	Purifying_selection	0.5861
KRH67025	Recent	0.9202	Purifying_selection	0.296
KRH67026	Recent	0.2961	Purifying_selection	0.5082
KRH67027	Recent	0.2477	Purifying_selection	0.3624
KRH67028	Recent	0.1922	Purifying_selection	0.3017
KRH67029	Recent	0.1204	Purifying_selection	0.1887
KRH67030	Recent	0.1655	Purifying_selection	0.202
KRH67031	Recent	0.0793	Purifying_selection	0.7185
KRH67034	Recent	0.0606	Neutral	1
KRH67036	Recent	0.097	Purifying_selection	0.2295
KRH67038	Recent	0.1219	Purifying_selection	0.1197
KRH67039	Recent	0.5245	Purifying_selection	0.3805
KRH67040	Recent	0.1302	Purifying_selection	0.3443
KRH67041	Recent	0.114	Purifying_selection	0.2253
KRH67043	Recent	0.1065	Purifying_selection	0.3629
KRH67044	Recent	0.1464	Purifying_selection	0.3637
KRH67048	Recent	0.1433	Purifying_selection	0.3009
KRH67050	Recent	0.1353	Purifying_selection	0.4741
KRH67051	Recent	0.1099	Purifying_selection	0.6868
KRH67052	Recent	0.0246	Neutral	1
KRH67054	Old	4.0006	Purifying_selection	0.1099
KRH67057	Recent	0.0238	Purifying_selection	0.3782
KRH67059	Recent	0.0238	Purifying_selection	0.3782
KRH67061	Recent	0.2485	Purifying_selection	0.3812
KRH67062	Recent	0.0162	Purifying_selection	0.3944
KRH67064	Recent	0.1067	Purifying_selection	0.2838
KRH67065	Recent	0.1161	Purifying_selection	0.4071
KRH67069	Recent	0.147	Purifying_selection	0.0943
KRH67071	Recent	0.2253	Purifying_selection	0.4382
KRH67072	Recent	0.0682	Purifying_selection	0.2773
KRH67074	Recent	0.0574	Purifying_selection	0.3677
KRH67075	Recent	0.1316	Purifying_selection	0.3351
KRH67076	Recent	0.1782	Purifying_selection	0.323
KRH67077	Recent	0.099	Purifying_selection	0.4059
KRH67078	Recent	0.1337	Purifying_selection	0.2871
KRH67079	Recent	0.1021	Purifying_selection	0.1901
KRH67080	Recent	0.1628	Purifying_selection	0.4328
KRH67081	Recent	0.1395	Purifying_selection	0.2808
KRH67082	Recent	0.0956	Purifying_selection	0.3622
KRH67083	Recent	0.0992	Purifying_selection	0.3457
KRH67084	Recent	0.1332	Purifying_selection	0.2474
KRH67087	Recent	0.1311	Purifying_selection	0.1191
KRH67091	Recent	0.1444	Purifying_selection	0.2009
KRH67092	Recent	0.0832	Purifying_selection	0.4243
KRH67094	Recent	0.1336	Purifying_selection	0.3329
KRH67096	Recent	0.1963	Purifying_selection	0.3368
KRH67102	Recent	0.0892	Purifying_selection	0.2859
KRH67104	Recent	0.0921	Purifying_selection	0.2646
KRH67106	Recent	0.145	Purifying_selection	0.3594
KRH67109	Recent	0.5437	Purifying_selection	0.2488
KRH67110	Recent	0.538	Purifying_selection	0.392
KRH67111	Recent	0.1832	Purifying_selection	0.3791
KRH67112	Recent	0.4983	Purifying_selection	0.3814
KRH67113	Recent	0.3258	Purifying_selection	0.3814
KRH67115	Recent	0.2934	Purifying_selection	0.2913
KRH67117	Recent	0.0454	Purifying_selection	0.9457
KRH67123	Recent	1.0446	Purifying_selection	0.1009
KRH67124	Recent	0.0817	Purifying_selection	0.6335
KRH67126	Recent	0.2561	Purifying_selection	0.1222
KRH67127	Recent	0.0975	Purifying_selection	0.6018
KRH67128	Recent	0.1353	Purifying_selection	0.3553
KRH67129	Recent	0.1062	Purifying_selection	0.3134
KRH67131	Recent	0.3332	Purifying_selection	0.2503
KRH67133	Recent	0.2007	Purifying_selection	0.2051
KRH67134	Recent	0.1362	Purifying_selection	0.3777
KRH67135	Recent	0.0969	Purifying_selection	0.3777
KRH67136	Recent	0.4871	Purifying_selection	0.4896
KRH67137	Recent	0.1495	Purifying_selection	0.3192
KRH67138	Recent	0.0754	Purifying_selection	0.2041
KRH67141	Recent	0.0913	Purifying_selection	0.9993
KRH67142	Recent	0.1758	Purifying_selection	0.5924
KRH67144	Recent	0.1189	Purifying_selection	0.3201
KRH67148	Recent	0.0569	Purifying_selection	0.9609
KRH67149	Recent	1.1766	Purifying_selection	0.2335
KRH67150	Recent	0.194	Purifying_selection	0.7735
KRH67151	Recent	0.0801	Purifying_selection	0.9972
KRH67152	Recent	0.1816	Purifying_selection	0.9972
KRH67153	Recent	0.1557	Purifying_selection	0.0976
KRH67154	Recent	0.0904	Purifying_selection	0.4922
KRH67156	Recent	0.0873	Purifying_selection	0.2338
KRH67157	Recent	0.0577	Purifying_selection	0
KRH67158	Recent	1.5088	Purifying_selection	0.3447
KRH67159	Recent	0.1867	Purifying_selection	0.4429
KRH67160	Recent	0.124	Purifying_selection	0.3983
KRH67161	Recent	0.0829	Purifying_selection	0.3469
KRH67168	Recent	0.0918	Purifying_selection	0.4691
KRH67169	Recent	0.1763	Purifying_selection	0.5033
KRH67171	Recent	0.1788	Purifying_selection	0.4335
KRH67172	Recent	0.3234	Purifying_selection	0.2949
KRH67179	Recent	0.0702	Purifying_selection	0.2582
KRH67180	Recent	0.1135	Purifying_selection	0.03
KRH67181	Recent	0.0646	Neutral	1
KRH67182	Recent	0.0826	Purifying_selection	0.2817
KRH67183	Recent	0.0657	Purifying_selection	0.4375
KRH67185	Recent	0.1739	Purifying_selection	0.4263
KRH67187	Recent	0.0919	Purifying_selection	0.7358
KRH67188	Recent	0.1127	Purifying_selection	0.3111
KRH67189	Recent	0.2155	Purifying_selection	0.3661
KRH67193	Recent	0.3814	Purifying_selection	0.4649
KRH67197	Recent	0.1069	Purifying_selection	0.431
KRH67198	Recent	0.1014	Purifying_selection	0.5976
KRH67199	Recent	0.0713	Purifying_selection	0.2908
KRH67200	Recent	0.1296	Purifying_selection	0.5713
KRH67201	Recent	0.0435	Neutral	1
KRH67202	Recent	0.172	Purifying_selection	0.3534
KRH67204	Recent	1.3911	Neutral	1
KRH67206	Recent	0.1144	Purifying_selection	0.3545
KRH67207	Recent	0.1221	Purifying_selection	0.2529
KRH67208	Recent	0.1495	Purifying_selection	0.5954
KRH67210	Recent	0.2265	Purifying_selection	0.3133
KRH67212	Recent	0.1829	Purifying_selection	0.5514
KRH67213	Recent	0.2516	Purifying_selection	0.6128
KRH67215	Recent	0.0929	Purifying_selection	0.4065
KRH67216	Recent	0.0902	Purifying_selection	0.3311
KRH67219	Recent	0.5162	Purifying_selection	0.7361
KRH67222	Recent	0.25	Purifying_selection	0.0478
KRH67223	Recent	0.1006	Purifying_selection	0.192
KRH67230	Recent	0.1418	Purifying_selection	0.2715
KRH67232	Recent	1.1742	Purifying_selection	0.3283
KRH67233	Recent	0.1407	Purifying_selection	0.6406
KRH67234	Recent	0.1917	Purifying_selection	0.244
KRH67235	Recent	0.1039	Purifying_selection	0.3152
KRH67236	Recent	0.1171	Purifying_selection	0.2371
KRH67238	Recent	0.0975	Purifying_selection	0.1798
KRH67239	Recent	0.12	Purifying_selection	0.3539
KRH67240	Recent	0.0753	Purifying_selection	0.7757
KRH67241	Recent	0.0771	Purifying_selection	0.772
KRH67243	Recent	0.1123	Purifying_selection	0.2577
KRH67249	Recent	0.1658	Purifying_selection	0.2969
KRH67252	Recent	0.0847	Purifying_selection	0.5572
KRH67253	Recent	0.1315	Purifying_selection	0.5497
KRH67255	Recent	0.156	Purifying_selection	0.2639
KRH67258	Recent	0.1058	Purifying_selection	0.1327
KRH67265	Recent	0.0959	Purifying_selection	0.2176
KRH67266	Recent	0.0726	Purifying_selection	0.4766
KRH67268	Recent	0.2561	Purifying_selection	0.3574
KRH67272	Recent	0.1164	Purifying_selection	0.2147
KRH67274	Recent	0.0491	Purifying_selection	0.5645
KRH67275	Recent	0.1643	Purifying_selection	0.4306
KRH67277	Recent	0.2251	Purifying_selection	0.5996
KRH67280	Recent	0.1284	Purifying_selection	0.3454
KRH67281	Recent	0.061	Neutral	1
KRH67282	Recent	0.1051	Purifying_selection	0.1397
KRH67285	Recent	0.0899	Purifying_selection	0.3037
KRH67287	Recent	0.0989	Purifying_selection	0.5355
KRH67288	Recent	0.0657	Purifying_selection	0.4178
KRH67289	Recent	0.0922	Purifying_selection	0.246
KRH67290	Recent	0.0495	Positive_selection	1.07
KRH67292	Recent	0.1631	Purifying_selection	0.2828
KRH67293	Recent	1.1604	Purifying_selection	0.2203
KRH67296	Recent	0.1065	Purifying_selection	0.2817
KRH67299	Recent	0.0769	Purifying_selection	0.6054
KRH67301	Recent	0.0993	Purifying_selection	0.1332
KRH67309	Recent	0.1495	Purifying_selection	0.3666
KRH67312	Recent	0.1316	Purifying_selection	0.6839
KRH67313	Recent	0.5833	Purifying_selection	0.5136
KRH67315	Recent	1.2725	Purifying_selection	0.5349
KRH67316	Recent	0.1252	Purifying_selection	0.2799
KRH67323	Recent	0.1362	Purifying_selection	0.1501
KRH67326	Recent	0.3675	Purifying_selection	0.242
KRH67327	Recent	0.3218	Purifying_selection	0.2242
KRH67328	Recent	0.3675	Purifying_selection	0.2974
KRH67330	Recent	0.3756	Purifying_selection	0.4417
KRH67331	Recent	0.1893	Purifying_selection	0.2839
KRH67332	Recent	0.2154	Purifying_selection	0.2839
KRH67333	Recent	0.1377	Purifying_selection	0.3865
KRH67334	Recent	0.0212	Purifying_selection	0.6613
KRH67335	Recent	0.1062	Purifying_selection	0.5463
KRH67336	Recent	0.4293	Purifying_selection	0.464
KRH67338	Recent	0.4972	Purifying_selection	0.433
KRH67341	Recent	0.1011	Purifying_selection	0.6916
KRH67347	Recent	0.1285	Purifying_selection	0.5457
KRH67348	Recent	0.1221	Purifying_selection	0.4408
KRH67349	Recent	0.0813	Purifying_selection	0.4025
KRH67354	Recent	0.0768	Purifying_selection	0.3992
KRH67360	Recent	0.1091	Purifying_selection	0.3566
KRH67364	Recent	0.0766	Purifying_selection	0.4114
KRH67367	Recent	0.1574	Purifying_selection	0.7093
KRH67368	Recent	0.2501	Neutral	1
KRH67369	Recent	0.4784	Purifying_selection	0.8815
KRH67370	Recent	1.2419	Purifying_selection	0.5107
KRH67371	Recent	0.2029	Purifying_selection	0.7041
KRH67373	Recent	0.1346	Purifying_selection	0.2009
KRH67374	Recent	0.1322	Purifying_selection	0.1763
KRH67376	Recent	0.106	Purifying_selection	0.483
KRH67378	Recent	0.2599	Purifying_selection	0.4186
KRH67379	Recent	0.0563	Purifying_selection	0.6173
KRH67381	Recent	0.511	Purifying_selection	0.2306
KRH67386	Recent	0.1182	Purifying_selection	0.5051
